# English voice loudness, measured at volume=1.0, sample='I finished the refactor and all the tests pass.'. RMS dBFS (higher=louder). Sorted loudest first.
rms_dbfs	name	voice_id
-26.1	Derrick - Professional Man	5cf0e4d9-ca2b-4fd5-81fa-89db3b645539
-26.1	Kelsey - Ball of energy	050f5a7a-9d2b-4b76-84e3-2d056a0a3eb0
-26.2	Dorothy - Easy Charm	66c6b81c-ddb7-4892-bdd5-19b5a7be38e7
-26.2	Tiffany - Dynamic Presence	86600680-b836-41e1-9916-8475728dcc14
-26.3	Orin - Velvet Gentleman	4c2dcd38-5608-45ca-8f11-51c88208d01c
-26.4	Scott - Sportscaster	2f22b9bc-b0eb-4cb6-b5ae-0c099a0fdfad
-26.4	Emma - Customer Care Line	f6ff7c0c-e396-40a9-a70b-f7607edb6937
-26.4	Brittany - Intense Performer	46788d8e-cdf9-4d5c-9125-094eb2e4d44c
-26.5	Rory - Maternal Vibe	9329fbdb-e285-4fba-95ec-592e15f14476
-26.5	Gavin - Friendly Vibe	f4a3a8e4-694c-4c45-9ca0-27caf97901b5
-26.5	Archie - Approachable Mate	ef191366-f52f-447a-a398-ed8c0f2943a1
-26.6	Sienna - Encourager	4e41a434-85fc-4614-b203-af79ba44d473
-26.8	Ralph - Dynamic Commentator	1ce291a1-0771-4732-a3f7-8cca29bf055f
-26.8	Judith - Poised Strength	4d3d2e9c-14e4-4802-a8d8-bd5268a73fde
-26.8	Melina - Bright Spirit	d6b0c62a-c7ff-477c-9a1f-eadd64b94360
-26.9	Chloe - Persuasive Lady	f762e181-ddc7-486e-9a48-636bd7e229d4
-26.9	Cameron - Chill Companion	df872fcd-da17-4b01-a49f-a80d7aaee95e
-27.1	Diana - Gentle Mom	ea93f57f-7c71-4d79-aeaa-0a39b150f6ca
-27.1	Harley - Comforting Voice	fdf6303b-4cfa-4f8e-b7ae-acb398984cf9
-27.2	Maya - Easygoing Ally	cbaf8084-f009-4838-a096-07ee2e6612b1
-27.2	Haley - Engaging Friend	cec7cae1-ac8b-4a59-9eac-ec48366f37ae
-27.2	Chandler - Easygoing Pal	356f4a89-d056-4e2e-8c73-865fa4d3af0a
-27.2	Eliott - Positive Spirit	7a8ae0b6-504a-49af-92d3-4e7e2eb84ca1
-27.3	Aiden - Yogi	3ccc4544-84f7-45e3-ae57-5c52b5a1fac6
-27.3	Arvin - Reliable Guide	3f04e815-3260-4f50-8fd9-af9c657be4c2
-27.4	Sunny - Pep Talker	156fb8d2-335b-4950-9cb3-a2d33befec77
-27.4	Howard - Approachable Man	0d42f0f6-c019-4082-b250-1c16133d1c82
-27.5	Tessa - Kind Companion	6ccbfb76-1fc6-48f7-b71d-91ac6298247b
-27.5	Dean - Laidback Pal	90c896fa-aaa1-41af-a612-5267636440a3
-27.5	Lacey - Sunny Soul	efc5488b-5429-4e72-aaa2-570981cf47d9
-27.5	Kayla - Easygoing Pal	1ac31ebd-9113-405b-9d80-4a4bbbeea91c
-27.6	Daphne - Excited Woman	09ed0318-2f4a-41b1-abe5-d11da7537c31
-27.6	David - Greeter	da69d796-4603-4419-8a95-293bfc5679eb
-27.7	Clint - Rugged Actor	db69127a-dbaf-4fa9-b425-2fe67680c348
-27.7	Ronan - Warm Buddy	8d7d11ff-d985-48a2-a737-1da0b6fedc8b
-27.7	Dylan - Chill Companion	b2222537-1561-4425-8c3c-e1aca96ad853
-27.8	Maxine - Relaxed Energy	6fbca103-0f7f-4e49-97ed-49a53b4f3534
-27.9	Marge - Seasoned Grace	a2364c9d-1fe3-4553-9eff-100c4fe5ffc8
-27.9	Tanner - Laidback Spirit	373e661a-f0ef-4e34-a09e-183184a443e6
-27.9	Julia - Gentle Guide	273f9ef7-9fc2-4def-88bb-ab108c6249ca
-27.9	Vicky - Businesswoman	643f5eee-459d-4b41-b4fc-0b8407139be6
-28.0	Emily - Easygoing Pal	f6ce3444-478b-4ce4-982e-bcb72dffe7aa
-28.3	Marian - Poised Narrator	26403c37-80c1-4a1a-8692-540551ca2ae5
-28.3	Kelly - Friendly Spirit	4b1e0bf9-53a0-4e9e-8664-ba1314dbcb38
-28.3	Lira - Tranquil Voice	c1b9a03e-747f-40ad-8e7b-18caf8aaac0b
-28.3	Graham - Assured Helper	1628cfcd-a161-4e47-98ff-46bffa4ab290
-28.3	Brandon - Confident Guy	5cad89c9-d88a-4832-89fb-55f2f16d13d3
-28.4	Sasha - Cool Friend	3f38cbe2-ce6a-4051-b5dc-2b2ee20b9bc1
-28.5	Conrad - Seasoned Support	9c8880b2-ccf9-4730-b805-cea23df247d7
-28.5	Spencer - Chill Gentleman	3bf35adc-bcc4-464b-b834-c90c88cf6492
-28.6	Mindy - Spirited Ally	d6905573-8e91-4e32-b103-fd4d1205cd87
-28.6	Marilyn - Explainer	f9fc912e-52f0-448a-8bfa-47e9ca75f25a
-28.7	Jett - Helpful Pal	bbc5d060-50e1-45a3-87ff-191b8cea3092
-28.7	Marcus - Reliable Guy	9301949d-b7cd-40d9-a246-5a4430992d6b
-28.9	Reese - Warm Companion	c7c790c5-2bf4-47e4-bc83-5f43e61f3803
-29.0	Shane - Helpful Guide	8cbfe3ab-8364-4e72-b606-93f749519c66
-29.1	Donny - Steady Presence	d709a7e8-9495-4247-aef0-01b3207d11bf
-29.1	Dominic - Sportscaster	59697755-8cfb-4ccf-9da4-f2201d06b067
-29.3	Patricia - Veteran Support	e5a6cd18-d552-4192-9533-82a08cac8f23
-29.4	Devin - Relaxed Spirit	87a983d8-3471-4c4b-9ade-f1d10a4110ac
-29.7	Clark - Trustworthy Expert	c78dd7ae-6692-4c44-a2a2-834e365afe60
-30.0	Elliott - Reflective Storyteller	7edf9efb-58fc-46ba-a648-3a00a86b111b
-30.1	Suzanne - Laidback Aunt	8634bd27-0acf-4056-b014-4fea0385ed9e
-30.3	Clarkson - Executive Tone	c0f43c66-9f21-4034-b485-8f1d3340d759
-30.5	Edna - Graceful Veteran	19e399df-5b30-4fba-9d1d-99434f993614
-30.6	Skyler - Laidback Partner	01fd7d67-d2a0-4e4e-8c48-42611c71a926
-30.7	Sterling - Monarch	b134c304-d095-4d2b-a77a-914f5e8e84e7
-30.7	Harlan - Vintage Tone	a892d232-f705-40d7-bc8d-e368b295ec2a
-31.2	Colby - Lively Guy	18f8d87b-0da9-4efa-b504-4580e303f7db
-31.3	Allen - Modern Voice	9287676d-f0cc-423f-ac03-3b3c7242f091
-31.4	Ariane - Captivating Tone	1f575487-6f3d-40e0-862a-814f55b5fb15
-31.4	Ella - Caring Scout	2a12b36c-7f9b-4c3a-9f7a-72731b15323a
-31.8	Kim - Cheerful Pal	eb649460-7e23-43bc-ad20-0a7a2749b938
-32.1	Mason - Calm Vibe	b58b6b46-1a27-46ba-8648-bc203a5d394e
-32.2	Tabitha - Smooth Energy	b56c6aac-f35f-46f7-9361-e8f078cec72e
-32.7	Brent - Steady Conversationalist	3d808d23-cb09-4c39-8afd-528e209cba4f
-32.9	Romeo - Calm Narrator	f688c0a6-dddd-48ba-8246-c099d494a162
-32.9	Noah - Calming Presence	a924b0e6-9253-4711-8fc3-5cb8e0188c94
-33.4	Celine - Soothing Presence	ca566b43-944e-4474-b494-7d9f0695f307
-33.7	Evelyn - Peaceful Whisper	320f7211-3dc3-4292-89b1-3661e8cac27c
-33.8	Cory - Relaxed Voice	41468051-3a85-4b68-92ad-64add250d369
-33.8	Marjorie - Encouraging Aunt	3d9b50f9-10c5-4026-9ae1-c4a698f67fc5
-34.0	Bryce - Clear Explainer	2948c301-9211-4112-8f36-4c3fc836ef12
-34.4	Madison - Best Friend	02fe5732-a072-4767-83e3-a91d41d274ca
-37.2	Krishna - Friendly Pal	c63361f8-d142-4c62-8da7-8f8149d973d6
-39.4	Martin - Meticulous Operator	dcddf1f4-b114-4b5d-9158-895cbba0e406
-40.7	Erin - Joyful Guide	8918ddfe-2ad4-4cc8-a573-e020ca13f3f5
